ID,Property Type,Bedrooms,Rent,Utilities Included,Min Stay,Bathrooms,Fees,Yard,Parking,Availability,Location,Link,Is Available,Time To Work
275740_1,Apartment,1,2900,True,Month to Month,1,Deposit (Refundable) - $1900.00/Pet Deposit (Refundable) - $125.00/Cleaning Fee - $125.00,False,Free Parking on Premises,"[('2021-05-19', '2021-07-31')]","34.0949615, -118.3532031",https://furnishedfinder.com/property/275740_1,True,1558
275868_1,Apartment,1,2700,True,3 Month Minimum,1,Application Fee - $30.00/Deposit (Refundable) - $1000.00/Pet Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-15', '2021-07-31')]","34.0143555, -118.4804855",https://furnishedfinder.com/property/275868_1,True,459
287133_1,House (Sublet),2,3675,False,Month to Month,1,Cleaning Fee - $175.00/Deposit (Refundable) - $2000.00,True,Street parking easy to find almost always directly out front,"[('2021-04-25', '2021-07-31')]","34.1050526, -118.2606707",https://furnishedfinder.com/property/287133_1,True,2718
205692_1,House,1,1800,True,Month to Month,1,Pet Deposit (Non-Refundable) - $200.00/Deposit (Refundable) - $500.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-05-24', '2021-07-31')]","33.9906629, -118.3239353",https://furnishedfinder.com/property/205692_1,True,1660
268664_1,House,2,3100,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $600.00/Pet Deposit (Refundable) - $150.00,True,Free Parking on Premises,"[('2021-06-10', '2021-07-31')]","33.9638943, -118.3101042",https://furnishedfinder.com/property/268664_1,True,2041
269903_2,House,1,1500,True,Month to Month,1,Cleaning Fee - $120.00,True,s unrestricted parking available on a cul,"[('2021-06-16', '2021-08-01')]","34.1655139, -118.6329741",https://furnishedfinder.com/property/269903_2,True,2295
236526_2,House,1,3350,True,Month to Month,1,Deposit (Refundable) - $1200.00/Cleaning Fee - $125.00/Pet Deposit (Refundable) - $250.00,True,,"[('2021-06-09', '2021-08-01')]","33.9868967, -118.4645591",https://furnishedfinder.com/property/236526_2,True,1014
284349_1,Apartment,0.5,2000,True,Month to Month,1,Deposit (Refundable) - $650.00/Cleaning Fee - $150.00,False,Free Parking on Premises,"[('2021-06-21', '2021-08-01')]","33.9238226, -118.4256934",https://furnishedfinder.com/property/284349_1,True,1944
220646_1,Cottage,1,2550,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $350.00,False,Easy street parking permit will be provided,"[('2021-08-02', '2021-08-02')]","34.0482140, -118.3585600",https://furnishedfinder.com/property/220646_1,True,1075
271144_1,House,2,3200,True,Month to Month,1,Cleaning Fee - $120.00/Pet Deposit (Refundable) - $25.00,False,Free Parking on Premises,"[('2021-06-30', '2021-07-01'), ('2021-07-01', '2021-08-01'), ('2021-08-01', '2021-08-02'), ('2021-12-19', '2022-06-24')]","34.1100964, -118.3301808",https://furnishedfinder.com/property/271144_1,True,2199
249891_1,Cottage,1,2800,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $200.00,True,Plenty off site parking,"[('2021-06-18', '2021-08-01')]","34.0656004, -118.3694999",https://furnishedfinder.com/property/249891_1,True,1223
280746_1,Condo,2,5000,True,Month to Month,2,Cleaning Fee - $120.00/Pet Deposit (Non-Refundable) - $50.00/Deposit (Refundable) - $150.00,False,Free Parking on Premises,"[('2021-07-01', '2021-07-10'), ('2021-07-11', '2021-07-24'), ('2021-07-30', '2021-08-02')]","34.2018294, -118.4702121",https://furnishedfinder.com/property/280746_1,True,2140
236526_2,House,1,3350,True,Month to Month,1,Deposit (Refundable) - $1200.00/Cleaning Fee - $125.00/Pet Deposit (Refundable) - $250.00,True,,"[('2021-06-09', '2021-08-01')]","33.9868967, -118.4645591",https://furnishedfinder.com/property/236526_2,True,1014
245588_1,Cottage,1,2100,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-04-15', '2021-08-02')]","34.1849277, -118.6289175",https://furnishedfinder.com/property/245588_1,True,2382
292588_1,House,2,5000,True,Month to Month,2,Deposit (Refundable) - $2000.00/Cleaning Fee - $200.00,False,Street Parking easy access,"[('2021-05-23', '2021-08-02')]","33.9853228, -118.4706366",https://furnishedfinder.com/property/292588_1,True,843
258231_1,Apartment,2,4000,True,Month to Month,2,Application Fee - $25.00/Deposit (Refundable) - $1750.00/Pet Deposit (Refundable) - $100.00,False,Free Parking on Premises,"[('2021-06-17', '2021-08-02')]","34.0898844, -118.3744125",https://furnishedfinder.com/property/258231_1,True,1368
280260_1,Apartment,2,4000,True,Month to Month,2,Application Fee - $25.00/Pet Deposit (Refundable) - $100.00/Deposit (Refundable) - $1750.00,False,Free Parking on Premises,"[('2021-06-17', '2021-08-02')]","34.0878450, -118.3745227",https://furnishedfinder.com/property/280260_1,True,1424
245588_1,Cottage,1,2100,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-04-15', '2021-08-02')]","34.1849277, -118.6289175",https://furnishedfinder.com/property/245588_1,True,2382
250449_3,House,0.5,2100,True,Month to Month,1,Cleaning Fee - $80.00/Deposit (Refundable) - $1000.00/Application Fee - $30.00,True,Free Parking on Premises,"[('2021-06-13', '2021-08-03')]","34.1847111, -118.3782206",https://furnishedfinder.com/property/250449_3,True,2524
258347_1,House,2,4599,True,Month to Month,2,,True,Free Parking on Premises,"[('2021-07-01', '2021-08-01'), ('2021-08-01', '2021-08-04'), ('2022-06-22', '2022-06-23')]","34.1009410, -118.3521580",https://furnishedfinder.com/property/258347_1,True,1656
290594_1,Condo,1,2200,True,Month to Month,1,Deposit (Refundable) - $1100.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-05-15', '2021-08-04')]","34.1779348, -118.5399003",https://furnishedfinder.com/property/290594_1,True,1928
290594_1,Condo,1,2200,True,Month to Month,1,Deposit (Refundable) - $1100.00/Cleaning Fee - $100.00,False,Free Parking on Premises,"[('2021-05-15', '2021-08-04')]","34.1779348, -118.5399003",https://furnishedfinder.com/property/290594_1,True,1928
264778_1,Condo,2,2800,True,Month to Month,1,Pet Deposit (Refundable) - $250.00/Deposit (Refundable) - $1000.00/Cleaning Fee - $150.00,False,Free Parking on Premises,"[('2021-04-22', '2021-08-05')]","34.1561057, -118.4703603",https://furnishedfinder.com/property/264778_1,True,1404
228493_1,Cottage,1,1950,True,Month to Month,1,Deposit (Refundable) - $1800.00/Cleaning Fee - $195.00/Keys deposit refundable/Tenant screening - $64.95,False,Free Parking on Premises,"[('2021-06-18', '2021-08-06')]","33.833320, -118.302850",https://furnishedfinder.com/property/228493_1,True,2743
257754_1,Apartment (Sublet),1,2700,True,Month to Month,1,Application Fee - $50.00/Cleaning Fee - $99.00,False,Free Parking on Premises,"[('2021-06-06', '2021-08-08'), ('2021-08-08', '2021-08-08'), ('2021-10-01', '2021-10-31'), ('2021-10-31', '2021-10-31'), ('2022-03-19', '2022-06-24')]","34.05075064576975, -118.42009832539063",https://furnishedfinder.com/property/257754_1,True,846
249572_1,Apartment,0.5,1995,True,Month to Month,1,,False,Free Street Parking on Residential Street,"[('2021-05-17', '2021-08-08')]","33.9564298, -118.4395509",https://furnishedfinder.com/property/249572_1,True,1315
277405_1,House,3,5200,True,Month to Month,2,Cleaning Fee - $150.00/Deposit (Refundable) - $3000.00/Pet Deposit (Non-Refundable) - $100.00,False,Free Parking on Premises,"[('2021-06-20', '2021-08-08')]","33.9247353, -118.3140260",https://furnishedfinder.com/property/277405_1,True,2172
266234_1,House,2,3400,True,Month to Month,1,Deposit (Refundable) - $2000.00/Pet Deposit (Non-Refundable) - $250.00/Cleaning Fee - $200.00,True,Free Parking on Premises,"[('2021-04-28', '2021-08-08')]","34.0491112, -118.3474407",https://furnishedfinder.com/property/266234_1,True,1134
277405_1,House,3,5200,True,Month to Month,2,Cleaning Fee - $150.00/Deposit (Refundable) - $3000.00/Pet Deposit (Non-Refundable) - $100.00,False,Free Parking on Premises,"[('2021-06-20', '2021-08-08')]","33.9247353, -118.3140260",https://furnishedfinder.com/property/277405_1,True,2172
269903_1,House,2,2995,True,Month to Month,1,Deposit (Refundable) - $2995.00/Cleaning Fee - $320.00,False,Street Parking,"[('2021-06-16', '2021-08-09')]","34.1655139, -118.6329741",https://furnishedfinder.com/property/269903_1,True,2295
219602_1,Apartment,2,2700,True,Month to Month,1,Cleaning Fee - $200.00/Deposit (Refundable) - $1000.00/Pet Deposit (Non-Refundable) - $200.00,False,Free Parking on Premises,"[('2021-08-10', '2021-08-10')]","34.05072006796725, -118.34001416931153",https://furnishedfinder.com/property/219602_1,True,1331
281416_1,Apartment,1,2750,True,Month to Month,2,Cleaning Fee - $100.00/Deposit (Refundable) - $2500.00/Application Fee - $20.00,False,Free Parking on Premises,"[('2021-06-15', '2021-08-09')]","34.0588673, -118.2878109",https://furnishedfinder.com/property/281416_1,True,2109
269903_1,House,2,2995,True,Month to Month,1,Deposit (Refundable) - $2995.00/Cleaning Fee - $320.00,False,Street Parking,"[('2021-06-16', '2021-08-09')]","34.1655139, -118.6329741",https://furnishedfinder.com/property/269903_1,True,2295
293568_1,House,2,3265,True,Month to Month,1,Cleaning Fee - $69.00,False,Free Parking on Premises,"[('2021-06-05', '2021-07-10'), ('2021-07-10', '2021-08-11'), ('2021-09-20', '2022-06-23')]","33.9942407, -118.3272967",https://furnishedfinder.com/property/293568_1,True,1597
274977_1,Condo,2,3200,True,3 Month Minimum,2,Cleaning Fee - $150.00/Deposit (Refundable) - $500.00/Pet Deposit (Non-Refundable) - $150.00,False,Free Parking on Premises,"[('2021-06-16', '2021-08-10')]","34.0616304, -118.3559293",https://furnishedfinder.com/property/274977_1,True,1266
216093_1,House,2,3675,True,Month to Month,2,Deposit (Refundable) - $1837.00/Cleaning Fee - $90.00/Pet Deposit (Refundable) - $350.00,False,Free Parking on Premises,"[('2021-06-21', '2021-08-10')]","34.092418042390875, -118.25605163173827",https://furnishedfinder.com/property/216093_1,True,2529
189691_1,Apartment,0.5,2350,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $1500.00,False,Free Parking on Premises,"[('2021-08-14', '2021-08-14'), ('2021-08-14', '2021-08-14')]","33.8740565, -118.3573233",https://furnishedfinder.com/property/189691_1,True,2171
242820_1,House,1,2800,True,Month to Month,1,Deposit (Refundable) - $1500.00/Pet Deposit 300. Plus monthly Pet rent based on pet size - $300.00/Cleaning Fee - $175.00,False,Free Parking on Premises,"[('2021-06-16', '2021-08-13')]","34.0293760, -118.4423450",https://furnishedfinder.com/property/242820_1,True,711
274981_1,House,0.5,1900,True,Month to Month,1,Cleaning Fee - $70.00/Deposit (Refundable) - $300.00,False,end street and parking is free and available at all times,"[('2021-07-12', '2021-07-12'), ('2021-08-14', '2021-08-14')]","34.1729363, -118.3918434",https://furnishedfinder.com/property/274981_1,True,2236
269457_1,Condo,1,4500,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $1000.00/Private Garage Fee - $250.00,False,Street parking available for free and no permit is required,"[('2021-06-20', '2021-06-25'), ('2021-06-25', '2021-06-27'), ('2021-06-28', '2021-06-29'), ('2021-07-01', '2021-07-04'), ('2021-07-09', '2021-07-15'), ('2021-07-16', '2021-07-20'), ('2021-07-23', '2021-07-25'), ('2021-08-06', '2021-08-09'), ('2021-08-13', '2021-08-15'), ('2022-03-19', '2022-06-23')]","34.0258570, -118.5019780",https://furnishedfinder.com/property/269457_1,True,303
254077_1,House,1,3100,True,Month to Month,1,Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-11', '2021-07-12'), ('2021-07-12', '2021-08-15'), ('2021-10-28', '2021-11-03'), ('2021-12-19', '2022-06-23')]","33.9893690, -118.4656950",https://furnishedfinder.com/property/254077_1,True,982
268523_1,House (Sublet),2,3000,True,Month to Month,1,Cleaning Fee - $200.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-17', '2021-08-14')]","33.830618637554714, -118.33925803747559",https://furnishedfinder.com/property/268523_1,True,2734
234416_1,Apartment,0.5,2250,True,Month to Month,1,Cleaning Fee - $50.00/Deposit (Refundable) - $450.00/Pet Deposit (Non-Refundable) - $100.00,False,Free Parking on Premises,"[('2021-08-15', '2021-08-15')]","34.0457479, -118.3609644",https://furnishedfinder.com/property/234416_1,True,1003
268963_1,Cottage,0.5,1700,True,Month to Month,1,Pet Deposit (Non-Refundable) - $100.00/Cleaning Fee - $100.00,False,Parking on the street in front of our house,"[('2021-05-16', '2021-08-14')]","34.0384960, -118.4799753",https://furnishedfinder.com/property/268963_1,True,142
271050_1,Apartment,1,1875,True,3 Month Minimum,1,Deposit (Refundable) - $2000.00/Pet Deposit (Refundable) - $300.00/Cleaning Fee - $200.00,True,Carport is in the Rear of the building and parking is,"[('2021-05-30', '2021-08-14')]","34.0321979, -118.3244779",https://furnishedfinder.com/property/271050_1,True,1326
252521_1,House,4,5700,True,Month to Month,3,Cleaning Fee - $300.00/Pet Deposit (Non-Refundable) - $350.00,True,Free Parking on Premises,"[('2021-05-24', '2021-06-24'), ('2021-06-24', '2021-06-26'), ('2021-06-26', '2021-07-03'), ('2021-07-03', '2021-07-09'), ('2021-07-09', '2021-07-13'), ('2021-07-13', '2021-07-28'), ('2021-07-28', '2021-08-16'), ('2021-12-01', '2022-02-23'), ('2022-06-23', '2022-06-24')]","33.9517149, -118.3213313",https://furnishedfinder.com/property/252521_1,True,1995
285428_1,House,1,2500,True,Month to Month,1,Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Pet Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-08', '2021-08-15')]","34.1545905, -118.4460164",https://furnishedfinder.com/property/285428_1,True,1806
262364_1,Apartment (Sublet),0.5,1750,True,Month to Month,1,Cleaning Fee - $80.00/Deposit (Refundable) - $1000.00,False,Free Parking on Premises,"[('2021-06-04', '2021-07-02'), ('2021-07-02', '2021-07-08'), ('2021-07-11', '2021-07-12'), ('2021-07-17', '2021-07-19'), ('2021-07-20', '2021-07-21'), ('2021-08-01', '2021-08-16'), ('2021-09-17', '2021-09-20'), ('2021-12-19', '2022-06-23')]","34.0035410, -118.4271262",https://furnishedfinder.com/property/262364_1,True,954
266557_1,Cottage,0.5,2050,True,Month to Month,1,Application Fee - $35.00/Cleaning Fee - $175.00/Deposit (Refundable) - $2050.00,False,Free Parking on Premises,"[('2021-06-14', '2021-08-15')]","34.0574310, -118.4765650",https://furnishedfinder.com/property/266557_1,True,448
252521_1,House,4,5700,True,Month to Month,3,Cleaning Fee - $300.00/Pet Deposit (Non-Refundable) - $350.00,True,Free Parking on Premises,"[('2021-05-24', '2021-06-24'), ('2021-06-24', '2021-06-26'), ('2021-06-26', '2021-07-03'), ('2021-07-03', '2021-07-09'), ('2021-07-09', '2021-07-13'), ('2021-07-13', '2021-07-28'), ('2021-07-28', '2021-08-16'), ('2021-12-01', '2022-02-23'), ('2022-06-23', '2022-06-24')]","33.9517149, -118.3213313",https://furnishedfinder.com/property/252521_1,True,1995
226827_1,Apartment,1,1800,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-05-30', '2021-08-17')]","34.19418322471169, -118.65326842198488",https://furnishedfinder.com/property/226827_1,True,2565
285327_1,House,2,2900,True,Month to Month,1,Deposit (Refundable) - $500.00/Application Fee - $20.00/Cleaning Fee - $80.00,False,Free Parking on Premises,"[('2021-04-26', '2021-08-18')]","33.8776563, -118.3012771",https://furnishedfinder.com/property/285327_1,True,2577
267133_1,House,2,2950,True,Month to Month,1,Deposit (Non-Refundable) - $250.00/Deposit (Refundable) - $1200.00/Cleaning Fee - $200.00,False,Free Parking on Premises,"[('2021-06-06', '2021-08-18')]","34.2096619, -118.3793618",https://furnishedfinder.com/property/267133_1,True,2756
243266_2,Apartment,3,5750,True,Month to Month,3,Application Fee - $60.00/Cleaning Fee - $175.00/Deposit (Refundable) - $975.00,False,Free Parking on Premises,"[('2021-06-20', '2021-07-18'), ('2021-07-20', '2021-08-20'), ('2021-09-19', '2021-09-23'), ('2022-03-19', '2022-06-23')]","33.9998703, -118.3153115",https://furnishedfinder.com/property/243266_2,True,1735
268066_1,House,4,7500,True,Month to Month,3,Application Fee - $39.99/Cleaning Fee - $350.00/Deposit (Refundable) - $7500.00,False,Free Parking on Premises,"[('2021-06-04', '2021-08-19')]","34.0821678, -118.3219955",https://furnishedfinder.com/property/268066_1,True,1871
226262_1,House,0.5,1900,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-25', '2021-08-20')]","34.1897016, -118.4729609",https://furnishedfinder.com/property/226262_1,True,1981
243266_3,Apartment,3,5750,True,Month to Month,3,Application Fee - $60.00/Cleaning Fee - $175.00/Deposit (Refundable) - $975.00,False,Free Parking on Premises,"[('2022-03-19', '2022-06-23')]","33.9998703, -118.3153115",https://furnishedfinder.com/property/243266_3,True,1735
277159_1,House,2,2590,True,Month to Month,1,Pet Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Deposit (Refundable) - $2590.00,False,,"[('2021-05-14', '2021-08-22')]","33.8246591, -118.3048647",https://furnishedfinder.com/property/277159_1,True,2767
285254_1,Apartment (Sublet),1,3500,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-20', '2021-08-22')]","33.8409222, -118.3468074",https://furnishedfinder.com/property/285254_1,True,2519
277159_1,House,2,2590,True,Month to Month,1,Pet Deposit (Refundable) - $500.00/Cleaning Fee - $150.00/Deposit (Refundable) - $2590.00,False,,"[('2021-05-14', '2021-08-22')]","33.8246591, -118.3048647",https://furnishedfinder.com/property/277159_1,True,2767
273041_1,Cottage,1,1800,True,Month to Month,1,Deposit (Refundable) - $800.00/Cleaning Fee - $120.00,False,Free Parking on Premises,"[('2021-06-03', '2021-08-24')]","34.1794515, -118.6241385",https://furnishedfinder.com/property/273041_1,True,2242
262333_1,House,2,2600,True,Month to Month,1,Cleaning Fee - $150.00/Pet Deposit (Non-Refundable) - $150.00,False,Free Parking on Premises,"[('2021-06-06', '2021-08-24')]","33.8995867, -118.3540656",https://furnishedfinder.com/property/262333_1,True,2109
284296_1,House,1,3150,True,Month to Month,1,Cleaning Fee - $75.00/Pet Deposit (Refundable) - $300.00,True,Free Parking on Premises,"[('2021-06-16', '2021-08-24')]","34.0026840, -118.4684772",https://furnishedfinder.com/property/284296_1,True,709
262333_1,House,2,2600,True,Month to Month,1,Cleaning Fee - $150.00/Pet Deposit (Non-Refundable) - $150.00,False,Free Parking on Premises,"[('2021-06-06', '2021-08-24')]","33.8995867, -118.3540656",https://furnishedfinder.com/property/262333_1,True,2109
290668_1,Cottage,0.5,1400,True,Month to Month,1,Cleaning Fee - $300.00/Deposit (Refundable) - $500.00/Application Fee - $40.00,False,Free Parking on Premises,"[('2021-05-25', '2021-08-30')]","33.9052982, -118.3748425",https://furnishedfinder.com/property/290668_1,True,2092
266281_1,Apartment,1,2450,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $500.00/Pet Deposit (Refundable) - $150.00,False,Permitted street parking,"[('2021-04-18', '2021-08-30')]","34.0885680, -118.3891531",https://furnishedfinder.com/property/266281_1,True,1181
239492_1,House,0.5,1550,True,Month to Month,1,Application Fee - $30.00/Cleaning Fee - $100.00/Deposit (Refundable) - $1000.00,False,Free Street parking,"[('2021-05-09', '2021-08-31')]","34.2065903, -118.5183039",https://furnishedfinder.com/property/239492_1,True,2359
251531_1,Apartment,1,2950,True,Month to Month,1,Cleaning Fee - $125.00/Deposit (Refundable) - $1000.00,False,Free Parking on Premises,"[('2021-06-21', '2021-09-01')]","33.9869883, -118.4143899",https://furnishedfinder.com/property/251531_1,True,1014
235805_1,House,2,3200,True,Month to Month,1,Cleaning Fee - $120.00/Deposit (Refundable) - $1000.00/Background check fee - $35.00,False,Parking is on the street and is easy to find on the street out in front of the house or on the side streets,"[('2021-05-26', '2021-08-31')]","33.9893948, -118.4109134",https://furnishedfinder.com/property/235805_1,True,986
249231_1,House,1,2200,True,3 Month Minimum,1,Deposit (Refundable) - $2400.00/Cleaning Fee - $220.00/Application Fee - $40.00,False,Free Parking on Premises,"[('2021-04-29', '2021-08-31')]","33.9855937, -118.3742947",https://furnishedfinder.com/property/249231_1,True,1089
249743_1,Cottage,1,1925,True,3 Month Minimum,1,Deposit (Refundable) - $1925.00/Cleaning Fee - $150.00/Application Fee - $39.99,False,Plenty of street parking,"[('2021-06-21', '2021-08-31')]","33.9878368, -118.3405779",https://furnishedfinder.com/property/249743_1,True,1405
257917_1,Apartment,2,1950,True,Month to Month,1,Deposit (Refundable) - $700.00/Cleaning Fee - $150.00/Daily rate per additional guest not on lease - $25.00,True,Free Parking on Premises,"[('2021-05-29', '2021-08-31')]","33.98598416811529, -118.36180637402151",https://furnishedfinder.com/property/257917_1,True,1183
264780_1,Cottage,1,1000,True,Month to Month,1,,True,street parking plenty,"[('2021-04-26', '2021-08-31')]","33.9858791, -118.3512399",https://furnishedfinder.com/property/264780_1,True,1335
265383_1,House,0.5,1800,True,3 Month Minimum,1,Deposit (Refundable) - $900.00/Cleaning Fee - $100.00/Application Fee - $40.00,False,Free Parking on Premises,"[('2021-05-18', '2021-08-31')]","33.9070651, -118.3645710",https://furnishedfinder.com/property/265383_1,True,2066
290715_1,House,3,4800,True,Month to Month,2,Cleaning Fee - $200.00/Deposit (Refundable) - $2500.00/Pet Deposit (Non-Refundable) - $200.00,True,Free Parking on Premises,"[('2021-06-03', '2021-08-31')]","33.8606707, -118.3174966",https://furnishedfinder.com/property/290715_1,True,2285
295338_1,House,5,"1,00",True,Month to Month,2,Cleaning Fee - $350.00/Deposit (Refundable) - $11000.00/- $250.00,False,Free Parking on Premises,"[('2021-06-13', '2021-08-31')]","33.8526615, -118.3978589",https://furnishedfinder.com/property/295338_1,True,2679
295782_1,House,3,3900,True,Month to Month,2,Deposit (Refundable) - $3900.00,False,Free Parking on Premises,"[('2021-06-17', '2021-08-31')]","33.8354322, -118.3265838",https://furnishedfinder.com/property/295782_1,True,2559
296065_1,Condo (Sublet),1,2300,True,3 Month Minimum,1,Deposit (Refundable) - $2300.00/Cleaning Fee - $150.00,False,Free Parking on Premises,[],"33.9741387, -118.3695422",https://furnishedfinder.com/property/296065_1,True,1382
232650_1,House,2,3500,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $1200.00/Pet Deposit (Refundable) - $100.00,False,Street parking,"[('2021-05-20', '2021-08-31')]","34.1002479, -118.2736636",https://furnishedfinder.com/property/232650_1,True,2834
261712_1,Cottage,1,2600,True,Month to Month,1,Pet Deposit (Non-Refundable) - $200.00/Cleaning Fee - $150.00/Deposit (Refundable) - $1300.00,True,Parking pass avail,"[('2021-06-15', '2021-08-31')]","34.0844970, -118.3525290",https://furnishedfinder.com/property/261712_1,True,1567
276603_1,Apartment,1,2700,True,Month to Month,1,Deposit (Refundable) - $1000.00,False,Free Parking on Premises,"[('2021-06-06', '2021-08-31')]","34.16878571960138, -118.37337641685485",https://furnishedfinder.com/property/276603_1,True,2370
289884_1,Cottage,1,2500,True,3 Month Minimum,1,Cleaning Fee - $250.00/Deposit (Refundable) - $2500.00/Pet Deposit (Non-Refundable) - $500.00,True,Free Parking on Premises,"[('2021-05-13', '2021-08-31')]","34.0666061, -118.3421607",https://furnishedfinder.com/property/289884_1,True,1531
239492_1,House,0.5,1550,True,Month to Month,1,Application Fee - $30.00/Cleaning Fee - $100.00/Deposit (Refundable) - $1000.00,False,Free Street parking,"[('2021-05-09', '2021-08-31')]","34.2065903, -118.5183039",https://furnishedfinder.com/property/239492_1,True,2359
290715_1,House,3,4800,True,Month to Month,2,Cleaning Fee - $200.00/Deposit (Refundable) - $2500.00/Pet Deposit (Non-Refundable) - $200.00,True,Free Parking on Premises,"[('2021-06-03', '2021-08-31')]","33.8606707, -118.3174966",https://furnishedfinder.com/property/290715_1,True,2285
269532_1,House,1,2950,True,Month to Month,1,Cleaning Fee - $80.00,False,Free Parking on Premises,"[('2021-06-22', '2021-06-24'), ('2021-07-01', '2021-08-01'), ('2021-08-03', '2021-09-03')]","34.1594504, -118.5416096",https://furnishedfinder.com/property/269532_1,True,2047
269532_1,House,1,2950,True,Month to Month,1,Cleaning Fee - $80.00,False,Free Parking on Premises,"[('2021-06-22', '2021-06-24'), ('2021-07-01', '2021-08-01'), ('2021-08-03', '2021-09-03')]","34.1594504, -118.5416096",https://furnishedfinder.com/property/269532_1,True,2047
193657_1,Apartment,2,2400,True,Month to Month,1,Cleaning Fee - $150.00/Pet Deposit (Non-Refundable) - $250.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-07', '2021-09-04')]","34.143559, -118.395248",https://furnishedfinder.com/property/193657_1,True,2051
236526_1,House,1,2250,True,Month to Month,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $125.00/Pet Deposit (Refundable) - $250.00,False,,"[('2021-06-09', '2021-09-05')]","33.9868967, -118.4645591",https://furnishedfinder.com/property/236526_1,True,1014
186785_1,House,0.5,2000,True,Month to Month,1,Cleaning Fee - $150.00/Deposit (Refundable) - $500.00,False,Free Parking on Premises,"[('2021-06-19', '2021-09-05')]","34.0585997, -118.3410808",https://furnishedfinder.com/property/186785_1,True,1401
236526_1,House,1,2250,True,Month to Month,1,Deposit (Refundable) - $1000.00/Cleaning Fee - $125.00/Pet Deposit (Refundable) - $250.00,False,,"[('2021-06-09', '2021-09-05')]","33.9868967, -118.4645591",https://furnishedfinder.com/property/236526_1,True,1014
289840_1,House,0.5,2000,True,Month to Month,1,,False,Free Parking on Premises,"[('2021-06-03', '2021-09-07')]","33.9665868, -118.3148480",https://furnishedfinder.com/property/289840_1,True,1953
288963_2,House,0.5,1680,True,Month to Month,1,Cleaning Fee - $120.00/Deposit (Refundable) - $200.00/Pet Deposit (Refundable) - $300.00,False,Street parking,"[('2021-06-02', '2021-09-08')]","34.1799003, -118.5258751",https://furnishedfinder.com/property/288963_2,True,1906
288963_2,House,0.5,1680,True,Month to Month,1,Cleaning Fee - $120.00/Deposit (Refundable) - $200.00/Pet Deposit (Refundable) - $300.00,False,Street parking,"[('2021-06-02', '2021-09-08')]","34.1799003, -118.5258751",https://furnishedfinder.com/property/288963_2,True,1906
273461_1,Apartment,1,2400,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $2200.00/Pet Deposit (Non-Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-14', '2021-09-11')]","34.1726375, -118.5989589",https://furnishedfinder.com/property/273461_1,True,2127
273461_1,Apartment,1,2400,True,Month to Month,1,Cleaning Fee - $100.00/Deposit (Refundable) - $2200.00/Pet Deposit (Non-Refundable) - $500.00,False,Free Parking on Premises,"[('2021-05-14', '2021-09-11')]","34.1726375, -118.5989589",https://furnishedfinder.com/property/273461_1,True,2127
188793_1,House,1,3800,True,Month to Month,1,Deposit (Refundable) - $1200.00/Cleaning Fee - $150.00,True,,"[('2021-05-23', '2021-09-12')]","33.8604527, -118.3928378",https://furnishedfinder.com/property/188793_1,True,2474
281195_1,House (Sublet),2,4500,True,3 Month Minimum,1,Cleaning Fee - $200.00/Deposit (Refundable) - $2000.00/Pet Deposit (Refundable) - $500.00,True,Free Parking on Premises,"[('2021-04-19', '2021-09-14')]","33.9929630, -118.4325340",https://furnishedfinder.com/property/281195_1,True,1061
